Commodity,Date,Index Long,Index Short,Total OI,Price,Index Net,Nominal Net USD,Net Pct OI,Lot Size,Unit,Multiplier,GSCI Weight Pct,BCOM Weight Pct
BEAN OIL,2016-01-05,85149,4947,424762,29.79,80202,1433530548.0,18.881632537750555,60000,USc,600,0.0,7.6377
BEAN OIL,2016-01-12,83321,5798,443192,29.21,77523,1358668098.0,17.49196736403184,60000,USc,600,0.0,7.6377
BEAN OIL,2016-01-19,83647,8198,451196,29.96,75449,1356271224.0,16.722001081569875,60000,USc,600,0.0,7.6377
BEAN OIL,2016-01-26,82781,8456,450610,30.72,74325,1369958400.0,16.49430771620692,60000,USc,600,0.0,7.6377
BEAN OIL,2016-02-02,81029,5891,459602,30.78,75138,1387648584.0,16.348492826401976,60000,USc,600,0.0,7.6377
BEAN OIL,2016-02-09,83625,7679,460218,30.69,75946,1398469644.0000002,16.502179401935603,60000,USc,600,0.0,7.6377
BEAN OIL,2016-02-16,85943,9224,467318,31.62,76719,1455512868.0000002,16.41687245087927,60000,USc,600,0.0,7.6377
BEAN OIL,2016-02-23,85935,10421,446568,31.0,75514,1404560400.0,16.90985471417567,60000,USc,600,0.0,7.6377
BEAN OIL,2016-03-01,86313,10978,421163,30.54,75335,1380438540.0,17.887373772149974,60000,USc,600,0.0,7.6377
BEAN OIL,2016-03-08,86640,10966,424624,31.13,75674,1413438972.0,17.821413768416296,60000,USc,600,0.0,7.6377
BEAN OIL,2016-03-15,89020,13627,467437,32.48,75393,1469258783.9999998,16.12901845596305,60000,USc,600,0.0,7.6377
BEAN OIL,2016-03-22,89390,13240,507806,33.9,76150,1548891000.0,14.995884255010772,60000,USc,600,0.0,7.6377
BEAN OIL,2016-03-29,89921,13072,510217,34.04,76849,1569563976.0,15.062022629587018,60000,USc,600,0.0,7.6377
BEAN OIL,2016-04-05,92361,11785,543095,34.02,80576,1644717312.0000002,14.836446662186173,60000,USc,600,0.0,7.6377
BEAN OIL,2016-04-12,90174,10464,533999,33.8,79710,1616518800.0,14.926994245307576,60000,USc,600,0.0,7.6377
BEAN OIL,2016-04-19,90971,9848,555782,34.77,81123,1692388026.0000002,14.596190592714409,60000,USc,600,0.0,7.6377
BEAN OIL,2016-04-26,90371,10331,483471,34.22,80040,1643381280.0,16.555284598248914,60000,USc,600,0.0,7.6377
BEAN OIL,2016-05-03,91172,14207,461048,32.4,76965,1496199600.0,16.693489614964168,60000,USc,600,0.0,7.6377
BEAN OIL,2016-05-10,90686,15761,455419,33.44,74925,1503295200.0,16.451882771689366,60000,USc,600,0.0,7.6377
BEAN OIL,2016-05-17,89131,15216,456108,32.78,73915,1453760220.0,16.205591658116063,60000,USc,600,0.0,7.6377
BEAN OIL,2016-05-24,82982,11534,457478,30.88,71448,1323788543.9999998,15.617800200228208,60000,USc,600,0.0,7.6377
BEAN OIL,2016-05-31,82645,9632,467378,31.79,73013,1392649962.0,15.621830723739672,60000,USc,600,0.0,7.6377
BEAN OIL,2016-06-07,87254,14527,467423,32.36,72727,1412067431.9999998,15.559140222025874,60000,USc,600,0.0,7.6377
BEAN OIL,2016-06-14,85648,13265,460812,32.43,72383,1408428414.0,15.707707264567764,60000,USc,600,0.0,7.6377
BEAN OIL,2016-06-21,83080,9398,447890,31.4,73682,1388168880.0,16.45091428699011,60000,USc,600,0.0,7.6377
BEAN OIL,2016-06-28,80944,6649,404603,31.75,74295,1415319750.0,18.362444173671474,60000,USc,600,0.0,7.6377
BEAN OIL,2016-07-05,83172,6611,401688,30.76,76561,1413009816.0000002,19.059817569855213,60000,USc,600,0.0,7.6377
BEAN OIL,2016-07-12,80241,6218,397428,31.27,74023,1388819526.0,18.62551204243284,60000,USc,600,0.0,7.6377
BEAN OIL,2016-07-19,78209,4924,406016,31.26,73285,1374533460.0,18.049781289407314,60000,USc,600,0.0,7.6377
BEAN OIL,2016-07-26,78074,4534,405977,30.14,73540,1329897360.0,18.11432667367856,60000,USc,600,0.0,7.6377
BEAN OIL,2016-08-02,77990,4505,401307,30.5,73485,1344775500.0,18.311417443503352,60000,USc,600,0.0,7.6377
BEAN OIL,2016-08-09,77946,4327,403604,31.22,73619,1379031107.9999998,18.24040396031754,60000,USc,600,0.0,7.6377
BEAN OIL,2016-08-16,79045,3767,426357,33.82,75278,1527541176.0,17.656095713216857,60000,USc,600,0.0,7.6377
BEAN OIL,2016-08-23,86591,6082,461766,34.35,80509,1659290490.0,17.435021201214468,60000,USc,600,0.0,7.6377
BEAN OIL,2016-08-30,86521,4731,438276,33.11,81790,1624840140.0,18.66175651872336,60000,USc,600,0.0,7.6377
BEAN OIL,2016-09-06,87589,5150,439954,33.09,82439,1636743906.0000002,18.73809534633166,60000,USc,600,0.0,7.6377
BEAN OIL,2016-09-13,89798,6983,438014,31.86,82815,1583091540.0,18.906929915482156,60000,USc,600,0.0,7.6377
BEAN OIL,2016-09-20,90867,8740,436602,34.14,82127,1682289468.0000002,18.810495600111775,60000,USc,600,0.0,7.6377
BEAN OIL,2016-09-27,95961,12838,453404,33.35,83123,1663291230.0000002,18.33309807588817,60000,USc,600,0.0,7.6377
BEAN OIL,2016-10-04,101595,18028,453671,33.14,83567,1661646228.0,18.420176736004727,60000,USc,600,0.0,7.6377
BEAN OIL,2016-10-11,106202,13989,472433,33.41,92213,1848501797.9999998,19.518746573588214,60000,USc,600,0.0,7.6377
BEAN OIL,2016-10-18,107401,12529,492761,35.14,94872,2000281248.0,19.25314706318073,60000,USc,600,0.0,7.6377
BEAN OIL,2016-10-25,112010,16200,507534,35.79,95810,2057423940.0,18.877553030929946,60000,USc,600,0.0,7.6377
BEAN OIL,2016-11-01,119718,22461,517984,34.81,97257,2031309702.0000002,18.776062581083586,60000,USc,600,0.0,7.6377
BEAN OIL,2016-11-08,123534,24660,515135,35.33,98874,2095931052.0,19.1938035660555,60000,USc,600,0.0,7.6377
BEAN OIL,2016-11-15,121173,23031,475835,34.23,98142,2015640395.9999998,20.625216724284677,60000,USc,600,0.0,7.6377
BEAN OIL,2016-11-22,111034,16067,472333,34.55,94967,1968665909.9999998,20.105942206028374,60000,USc,600,0.0,7.6377
BEAN OIL,2016-11-29,109955,13330,452674,36.59,96625,2121305250.0000002,21.345383211759454,60000,USc,600,0.0,7.6377
BEAN OIL,2016-12-06,110322,16856,467320,37.78,93466,2118687288.0,20.0004279722674,60000,USc,600,0.0,7.6377
BEAN OIL,2016-12-13,103451,10226,437906,36.77,93225,2056729950.0000002,21.28881540787292,60000,USc,600,0.0,7.6377
BEAN OIL,2016-12-20,103371,10630,438278,36.09,92741,2008213614.0000002,21.16031377344973,60000,USc,600,0.0,7.6377
BEAN OIL,2016-12-27,101424,9865,406645,35.36,91559,1942515743.9999998,22.515707804104316,60000,USc,600,0.0,7.6377
BEAN OIL,2017-01-03,101900,11854,400483,34.88,90046,1884482688.0000002,22.48435014719726,60000,USc,600,0.0,7.6377
BEAN OIL,2017-01-10,104957,13196,408014,35.61,91761,1960565526.0,22.489669472125957,60000,USc,600,0.0,7.6377
BEAN OIL,2017-01-17,103338,12646,426740,35.51,90692,1932283752.0,21.252284763556265,60000,USc,600,0.0,7.6377
BEAN OIL,2017-01-24,115152,21602,441762,35.31,93550,1981950300.0,21.176561134728654,60000,USc,600,0.0,7.6377
BEAN OIL,2017-01-31,113679,20068,444890,33.83,93611,1900116078.0,21.04138101553193,60000,USc,600,0.0,7.6377
BEAN OIL,2017-02-07,113655,18652,436421,34.34,95003,1957441812.0000002,21.768659161681036,60000,USc,600,0.0,7.6377
BEAN OIL,2017-02-14,110819,21035,416903,34.18,89784,1841290272.0,21.535944812102574,60000,USc,600,0.0,7.6377
BEAN OIL,2017-02-21,115802,26313,435295,32.65,89489,1753089510.0,20.558242111671397,60000,USc,600,0.0,7.6377
BEAN OIL,2017-02-28,105737,21795,395607,34.15,83942,1719971580.0,21.218532533549713,60000,USc,600,0.0,7.6377
BEAN OIL,2017-03-07,105018,22499,400102,33.76,82519,1671504864.0,20.62449075485751,60000,USc,600,0.0,7.6377
BEAN OIL,2017-03-14,99848,20498,418133,32.29,79350,1537326900.0,18.977215383621957,60000,USc,600,0.0,7.6377
BEAN OIL,2017-03-21,102422,22493,442204,33.09,79929,1586910366.0000002,18.075141789762192,60000,USc,600,0.0,7.6377
BEAN OIL,2017-03-28,103537,15642,441972,32.43,87895,1710260910.0,19.887006416696078,60000,USc,600,0.0,7.6377
BEAN OIL,2017-04-04,99732,14093,470552,31.39,85639,1612924926.0,18.199688876043453,60000,USc,600,0.0,7.6377
BEAN OIL,2017-04-11,94957,10915,475103,31.11,84042,1568727972.0,17.68921686455358,60000,USc,600,0.0,7.6377
BEAN OIL,2017-04-18,92137,9221,482545,31.19,82916,1551690024.0,17.18306064719353,60000,USc,600,0.0,7.6377
BEAN OIL,2017-04-25,89800,8939,452008,31.84,80861,1544768543.9999998,17.889285145395657,60000,USc,600,0.0,7.6377
BEAN OIL,2017-05-02,90017,11633,460786,32.66,78384,1536012864.0,17.010933491902964,60000,USc,600,0.0,7.6377
BEAN OIL,2017-05-09,91052,9319,449668,32.89,81733,1612919022.0,18.1762989583426,60000,USc,600,0.0,7.6377
BEAN OIL,2017-05-16,91965,8005,449112,33.0,83960,1662408000.0,18.694668590462957,60000,USc,600,0.0,7.6377
BEAN OIL,2017-05-23,96324,10749,458168,32.39,85575,1663064550.0,18.677646627437973,60000,USc,600,0.0,7.6377
BEAN OIL,2017-05-30,94960,9963,474362,31.37,84997,1599813534.0,17.918172197604363,60000,USc,600,0.0,7.6377
BEAN OIL,2017-06-06,97858,13920,501335,31.42,83938,1582399176.0,16.74289646643462,60000,USc,600,0.0,7.6377
BEAN OIL,2017-06-13,89766,6630,463085,32.14,83136,1603194624.0,17.952643683125128,60000,USc,600,0.0,7.6377
BEAN OIL,2017-06-20,90971,6696,450697,32.05,84275,1620608249.9999998,18.698815390384226,60000,USc,600,0.0,7.6377
BEAN OIL,2017-06-27,92413,6595,407615,32.07,85818,1651309956.0000002,21.05369036958895,60000,USc,600,0.0,7.6377
BEAN OIL,2017-07-03,94818,7767,404306,33.54,87051,1751814324.0,21.530969117450642,60000,USc,600,0.0,7.6377
BEAN OIL,2017-07-11,105748,9090,432122,34.28,96658,1988061744.0000002,22.368220085994235,60000,USc,600,0.0,7.6377
BEAN OIL,2017-07-18,105183,8555,432337,33.61,96628,1948600248.0,22.350157400361294,60000,USc,600,0.0,7.6377
BEAN OIL,2017-07-25,107952,7605,426819,33.93,100347,2042864226.0,23.51043416530192,60000,USc,600,0.0,7.6377
BEAN OIL,2017-08-01,108251,7998,438149,34.27,100253,2061402186.0000002,22.881029056325588,60000,USc,600,0.0,7.6377
BEAN OIL,2017-08-08,110208,11683,443731,34.21,98525,2022324150.0,22.20376759793659,60000,USc,600,0.0,7.6377
BEAN OIL,2017-08-15,112814,13094,449596,33.11,99720,1981037519.9999998,22.179912632674668,60000,USc,600,0.0,7.6377
BEAN OIL,2017-08-22,113640,16056,454813,34.42,97584,2015304768.0000002,21.45585108605075,60000,USc,600,0.0,7.6377
BEAN OIL,2017-08-29,116218,14008,441516,34.63,102210,2123719380.0000002,23.149783926290326,60000,USc,600,0.0,7.6377
BEAN OIL,2017-09-05,117020,14095,458084,35.47,102925,2190449850.0,22.468586547445447,60000,USc,600,0.0,7.6377
BEAN OIL,2017-09-12,121212,19617,472864,35.22,101595,2146905540.0,21.485035866549367,60000,USc,600,0.0,7.6377
BEAN OIL,2017-09-19,125672,24091,473144,34.8,101581,2121011280.0,21.469362392844463,60000,USc,600,0.0,7.6377
BEAN OIL,2017-09-26,124624,25499,465056,33.43,99125,1988249250.0,21.314637377004058,60000,USc,600,0.0,7.6377
BEAN OIL,2017-10-03,119551,24554,450331,32.73,94997,1865551085.9999998,21.094927952994574,60000,USc,600,0.0,7.6377
BEAN OIL,2017-10-10,115031,18695,461218,33.14,96336,1915545024.0,20.887302750543128,60000,USc,600,0.0,7.6377
BEAN OIL,2017-10-17,114701,17177,472962,33.64,97524,1968424416.0,20.61983838025042,60000,USc,600,0.0,7.6377
BEAN OIL,2017-10-24,113238,14651,477784,34.34,98587,2031286548.0000002,20.634219647372035,60000,USc,600,0.0,7.6377
BEAN OIL,2017-10-31,113744,13340,481860,34.67,100404,2088604008.0,20.836757564437804,60000,USc,600,0.0,7.6377
BEAN OIL,2017-11-07,117070,15947,502405,34.96,101123,2121156048.0,20.127785352454694,60000,USc,600,0.0,7.6377
BEAN OIL,2017-11-14,119184,21283,508238,34.04,97901,1999530024.0,19.26282568402992,60000,USc,600,0.0,7.6377
BEAN OIL,2017-11-21,122189,24356,515462,34.14,97833,2004011172.0,18.97967260438209,60000,USc,600,0.0,7.6377
BEAN OIL,2017-11-28,118185,20999,485484,34.01,97186,1983177516.0,20.018373417043613,60000,USc,600,0.0,7.6377
BEAN OIL,2017-12-05,122161,24012,501657,33.47,98149,1971028217.9999998,19.56496171687029,60000,USc,600,0.0,7.6377
BEAN OIL,2017-12-12,113829,15800,494301,33.46,98029,1968030204.0,19.831843350509104,60000,USc,600,0.0,7.6377
BEAN OIL,2017-12-19,116839,18631,500990,33.2,98208,1956303360.0,19.602786482764127,60000,USc,600,0.0,7.6377
BEAN OIL,2017-12-26,115617,18319,475641,33.43,97298,1951603284.0,20.456184391168968,60000,USc,600,0.0,7.6377
BEAN OIL,2018-01-02,116816,18948,468013,33.57,97868,1971257256.0000002,20.911384940161916,60000,USc,600,0.0,7.5441
BEAN OIL,2018-01-09,124140,16333,475819,33.69,107807,2179210698.0,22.657144838688662,60000,USc,600,0.0,7.5441
BEAN OIL,2018-01-16,124075,15676,498111,32.76,108399,2130690743.9999998,21.762016899847623,60000,USc,600,0.0,7.5441
BEAN OIL,2018-01-23,123492,13732,540168,32.52,109760,2141637120.0,20.319604271263756,60000,USc,600,0.0,7.5441
BEAN OIL,2018-01-30,126626,13504,536440,33.08,113122,2245245456.0,21.087540079039595,60000,USc,600,0.0,7.5441
BEAN OIL,2018-02-06,133845,15776,525277,33.14,118069,2347683996.0,22.47747379001936,60000,USc,600,0.0,7.5441
BEAN OIL,2018-02-13,132003,13620,539982,31.59,118383,2243831382.0,21.923508561396492,60000,USc,600,0.0,7.5441
BEAN OIL,2018-02-20,132224,16660,539130,32.03,115564,2220908952.0,21.43527535102851,60000,USc,600,0.0,7.5441
BEAN OIL,2018-02-27,129662,12810,491114,32.4,116852,2271602880.0,23.79325370484246,60000,USc,600,0.0,7.5441
BEAN OIL,2018-03-06,128628,14113,514235,32.49,114515,2232355410.0,22.269001526539423,60000,USc,600,0.0,7.5441
BEAN OIL,2018-03-13,127855,13397,517069,32.19,114458,2210641811.9999995,22.135923832215816,60000,USc,600,0.0,7.5441
BEAN OIL,2018-03-20,128639,12637,526434,31.74,116002,2209142088.0,22.035430842232834,60000,USc,600,0.0,7.5441
BEAN OIL,2018-03-27,132554,16742,547098,31.58,115812,2194405776.0,21.168419551890157,60000,USc,600,0.0,7.5441
BEAN OIL,2018-04-03,129611,17566,545053,32.38,112045,2176810260.0,20.55671650279881,60000,USc,600,0.0,7.5441
BEAN OIL,2018-04-10,126540,17921,572007,31.82,108619,2073753948.0,18.989103280204613,60000,USc,600,0.0,7.5441
BEAN OIL,2018-04-17,118182,12232,558796,31.19,105950,1982748300.0,18.960407733770463,60000,USc,600,0.0,7.5441
BEAN OIL,2018-04-24,111625,5162,518430,31.29,106463,1998736362.0,20.535655729799586,60000,USc,600,0.0,7.5441
BEAN OIL,2018-05-01,110345,6975,532786,30.38,103370,1884228360.0,19.401786082967647,60000,USc,600,0.0,7.5441
BEAN OIL,2018-05-08,109505,6053,538981,30.66,103452,1903102992.0,19.193997562066194,60000,USc,600,0.0,7.5441
BEAN OIL,2018-05-15,109301,4955,536377,31.11,104346,1947722436.0,19.453854285325434,60000,USc,600,0.0,7.5441
BEAN OIL,2018-05-22,109415,5875,542209,31.46,103540,1954421040.0,19.095957462897147,60000,USc,600,0.0,7.5441
BEAN OIL,2018-05-29,112443,7154,536461,31.24,105289,1973537016.0,19.626589817339937,60000,USc,600,0.0,7.5441
BEAN OIL,2018-06-05,117438,12094,534745,30.79,105344,1946125055.9999998,19.69985694115887,60000,USc,600,0.0,7.5441
BEAN OIL,2018-06-12,116086,10183,533174,30.05,105903,1909431090.0,19.862746495515534,60000,USc,600,0.0,7.5441
BEAN OIL,2018-06-19,130638,23495,562689,28.89,107143,1857216762.0,19.041246585591686,60000,USc,600,0.0,7.5441
BEAN OIL,2018-06-26,115741,18544,524465,29.56,97197,1723885992.0,18.532599887504407,60000,USc,600,0.0,7.5441
BEAN OIL,2018-07-03,119429,24329,520902,29.28,95100,1670716800.0,18.25679302440766,60000,USc,600,0.0,7.5441
BEAN OIL,2018-07-10,119957,25866,526870,29.42,94091,1660894332.0000002,17.85848501527891,60000,USc,600,0.0,7.5441
BEAN OIL,2018-07-17,127212,25029,550453,28.16,102183,1726483967.9999998,18.563437750361974,60000,USc,600,0.0,7.5441
BEAN OIL,2018-07-24,131461,26798,565582,28.58,104663,1794761124.0,18.5053626176222,60000,USc,600,0.0,7.5441
BEAN OIL,2018-07-31,127530,28309,542097,29.29,99221,1743709854.0,18.30318190286978,60000,USc,600,0.0,7.5441
BEAN OIL,2018-08-07,119980,23837,552033,29.06,96143,1676349348.0,17.41616896091357,60000,USc,600,0.0,7.5441
BEAN OIL,2018-08-14,119284,19197,571765,28.57,100087,1715691354.0,17.504918978951142,60000,USc,600,0.0,7.5441
BEAN OIL,2018-08-21,114610,20203,572391,28.93,94407,1638716705.9999998,16.493445913719817,60000,USc,600,0.0,7.5441
BEAN OIL,2018-08-28,114051,21036,558494,28.58,93015,1595021219.9999998,16.654610434489896,60000,USc,600,0.0,7.5441
BEAN OIL,2018-09-04,119441,20343,556714,28.75,99098,1709440500.0,17.800522350794125,60000,USc,600,0.0,7.5441
BEAN OIL,2018-09-11,123502,20676,596612,28.05,102826,1730561580.0000002,17.234986892653854,60000,USc,600,0.0,7.5441
BEAN OIL,2018-09-18,128921,30606,638655,27.36,98315,1613939040.0,15.394070350971964,60000,USc,600,0.0,7.5441
BEAN OIL,2018-09-25,138389,33995,617858,28.61,104394,1792027404.0,16.89611528862619,60000,USc,600,0.0,7.5441
BEAN OIL,2018-10-02,134162,26703,587068,29.67,107459,1912985118.0000002,18.304353158407544,60000,USc,600,0.0,7.5441
BEAN OIL,2018-10-09,128113,22306,569608,29.22,105807,1855008324.0,18.57540624429432,60000,USc,600,0.0,7.5441
BEAN OIL,2018-10-16,137697,27095,565711,29.68,110602,1969600416.0,19.55097213948465,60000,USc,600,0.0,7.5441
BEAN OIL,2018-10-23,138146,30042,564666,28.76,108104,1865442624.0,19.144768765960762,60000,USc,600,0.0,7.5441
BEAN OIL,2018-10-30,139676,38221,579309,27.99,101455,1703835269.9999998,17.513106131615423,60000,USc,600,0.0,7.5441
BEAN OIL,2018-11-06,135869,41068,590032,27.93,94801,1588675158.0,16.06709466605201,60000,USc,600,0.0,7.5441
BEAN OIL,2018-11-13,133836,41711,610322,27.59,92125,1525037250.0,15.094491104695553,60000,USc,600,0.0,7.5441
BEAN OIL,2018-11-20,127146,35185,611161,27.32,91961,1507424712.0,15.046935259285195,60000,USc,600,0.0,7.5441
BEAN OIL,2018-11-27,119889,28596,565612,27.41,91293,1501404678.0,16.140569860611162,60000,USc,600,0.0,7.5441
BEAN OIL,2018-12-04,125206,26493,554819,28.84,98713,1708129752.0,17.791928538856816,60000,USc,600,0.0,7.5441
BEAN OIL,2018-12-11,122937,18256,533381,28.96,104681,1818937056.0000002,19.625933432199496,60000,USc,600,0.0,7.5441
BEAN OIL,2018-12-18,115353,11882,508126,28.4,103471,1763145840.0,20.363256357675063,60000,USc,600,0.0,7.5441
BEAN OIL,2018-12-24,113545,11109,492960,28.01,102436,1721539416.0000002,20.77977929243752,60000,USc,600,0.0,7.5441
BEAN OIL,2018-12-31,115154,13675,497575,27.84,101479,1695105216.0,20.394714364668644,60000,USc,600,0.0,7.5441
BEAN OIL,2019-01-08,118674,15227,500053,28.4,103447,1762736880.0,20.68720715604146,60000,USc,600,0.0,8.6503
BEAN OIL,2019-01-15,130770,16132,514594,28.27,114638,1944489755.9999998,22.2773681776313,60000,USc,600,0.0,8.6503
BEAN OIL,2019-01-22,135014,19419,532892,29.06,115595,2015514419.9999998,21.692012640459982,60000,USc,600,0.0,8.6503
BEAN OIL,2019-01-29,136306,16806,526650,30.11,119500,2158887000.0,22.690591474413747,60000,USc,600,0.0,8.6503
BEAN OIL,2019-02-05,138408,14898,535293,30.39,123510,2252081340.0,23.07334487841238,60000,USc,600,0.0,8.6503
BEAN OIL,2019-02-12,144481,16815,554377,30.32,127666,2322499872.0,23.028733154513986,60000,USc,600,0.0,8.6503
BEAN OIL,2019-02-19,143006,17461,545501,29.74,125545,2240224980.0,23.01462325458615,60000,USc,600,0.0,8.6503
BEAN OIL,2019-02-26,138910,16108,511919,30.44,122802,2242855728.0,23.98856069026545,60000,USc,600,0.0,8.6503
BEAN OIL,2019-03-05,137299,17121,515328,30.06,120178,2167530408.0,23.320681197218082,60000,USc,600,0.0,8.6503
BEAN OIL,2019-03-12,136138,18632,500032,29.97,117506,2112992892.0,23.499696019454756,60000,USc,600,0.0,8.6503
BEAN OIL,2019-03-19,138151,19544,510093,29.29,118607,2084399417.9999998,23.25203443293674,60000,USc,600,0.0,8.6503
BEAN OIL,2019-03-26,133688,20311,512043,28.64,113377,1948270368.0000002,22.142085723269332,60000,USc,600,0.0,8.6503
BEAN OIL,2019-04-02,129599,23578,511357,28.97,106021,1842857022.0,20.733264627256496,60000,USc,600,0.0,8.6503
BEAN OIL,2019-04-09,126015,19783,511702,28.98,106232,1847162016.0,20.760520771855496,60000,USc,600,0.0,8.6503
BEAN OIL,2019-04-16,129088,21305,505393,28.74,107783,1858610052.0,21.32657159873603,60000,USc,600,0.0,8.6503
BEAN OIL,2019-04-23,129023,24638,522949,28.33,104385,1774336230.0,19.960837481284024,60000,USc,600,0.0,8.6503
BEAN OIL,2019-04-30,127367,26950,509696,27.9,100417,1680980580.0,19.701351393771972,60000,USc,600,0.0,8.6503
BEAN OIL,2019-05-07,130674,28153,536990,27.06,102521,1664530955.9999998,19.09178941879737,60000,USc,600,0.0,8.6503
BEAN OIL,2019-05-14,136778,33141,580896,26.93,103637,1674566646.0,17.840887181182175,60000,USc,600,0.0,8.6503
BEAN OIL,2019-05-21,139443,36113,586552,27.13,103330,1682005740.0,17.616511409048133,60000,USc,600,0.0,8.6503
BEAN OIL,2019-05-28,140863,37906,581773,27.29,102957,1685817917.9999998,17.697108666094852,60000,USc,600,0.0,8.6503
BEAN OIL,2019-06-04,141793,32066,550353,27.45,109727,1807203690.0,19.93756734314158,60000,USc,600,0.0,8.6503
BEAN OIL,2019-06-11,143319,33096,520712,27.27,110223,1803468726.0,21.167747238396657,60000,USc,600,0.0,8.6503
BEAN OIL,2019-06-18,141016,32117,500234,28.34,108899,1851718596.0,21.76961182166746,60000,USc,600,0.0,8.6503
BEAN OIL,2019-06-25,137023,28424,453669,27.97,108599,1822508417.9999998,23.937937130374788,60000,USc,600,0.0,8.6503
BEAN OIL,2019-07-02,136322,29662,439117,28.24,106660,1807247040.0,24.289654010206846,60000,USc,600,0.0,8.6503
BEAN OIL,2019-07-09,134194,29719,446962,28.5,104475,1786522500.0,23.374470312912507,60000,USc,600,0.0,8.6503
BEAN OIL,2019-07-16,135512,27943,457869,28.48,107569,1838139072.0,23.49340095092701,60000,USc,600,0.0,8.6503
BEAN OIL,2019-07-23,134393,29153,469660,28.46,105240,1797078240.0,22.407699186645658,60000,USc,600,0.0,8.6503
BEAN OIL,2019-07-30,138060,30810,450640,28.8,107250,1853280000.0,23.79948517663767,60000,USc,600,0.0,8.6503
BEAN OIL,2019-08-06,137418,28585,468719,27.94,108833,1824476412.0,23.21924223255298,60000,USc,600,0.0,8.6503
BEAN OIL,2019-08-13,137598,21017,485712,29.61,116581,2071178046.0,24.002083539216656,60000,USc,600,0.0,8.6503
BEAN OIL,2019-08-20,137237,22297,500135,28.82,114940,1987542480.0,22.98179491537285,60000,USc,600,0.0,8.6503
BEAN OIL,2019-08-27,136937,25644,496033,28.37,111293,1894429446.0,22.43661208024466,60000,USc,600,0.0,8.6503
BEAN OIL,2019-09-03,140310,28362,507823,29.03,111948,1949910264.0,22.044688799050064,60000,USc,600,0.0,8.6503
BEAN OIL,2019-09-10,140341,29784,526548,28.56,110557,1894504752.0,20.996566314941848,60000,USc,600,0.0,8.6503
BEAN OIL,2019-09-17,146463,31784,527411,30.04,114679,2066974295.9999998,21.743763402735247,60000,USc,600,0.0,8.6503
BEAN OIL,2019-09-24,148669,32365,526593,29.31,116304,2045322143.9999998,22.086127236784385,60000,USc,600,0.0,8.6503
BEAN OIL,2019-10-01,138047,32731,512020,28.87,105316,1824283752.0,20.568727784070933,60000,USc,600,0.0,8.6503
BEAN OIL,2019-10-08,149898,32167,505406,29.8,117731,2105030280.0000002,23.29434157884948,60000,USc,600,0.0,8.6503
BEAN OIL,2019-10-15,151528,29600,521603,30.36,121928,2221040448.0,23.375632425427,60000,USc,600,0.0,8.6503
BEAN OIL,2019-10-22,153065,32366,533010,30.79,120699,2229793326.0,22.644790904485845,60000,USc,600,0.0,8.6503
BEAN OIL,2019-10-29,161619,37945,549304,30.97,123674,2298110268.0,22.51467311361286,60000,USc,600,0.0,8.6503
BEAN OIL,2019-11-05,168135,37024,577583,31.56,131111,2482717896.0,22.69994096086623,60000,USc,600,0.0,8.6503
BEAN OIL,2019-11-12,165602,31098,582197,31.05,134504,2505809520.0,23.102832889898092,60000,USc,600,0.0,8.6503
BEAN OIL,2019-11-19,162921,30623,554290,30.95,132298,2456773860.0,23.868011329809306,60000,USc,600,0.0,8.6503
BEAN OIL,2019-11-26,173744,40740,552038,30.36,133004,2422800864.0,24.09326894163083,60000,USc,600,0.0,8.6503
BEAN OIL,2019-12-03,175615,39611,560031,30.25,136004,2468472600.0,24.285084218552186,60000,USc,600,0.0,8.6503
BEAN OIL,2019-12-10,166640,32949,550400,31.68,133691,2541198528.0,24.289789244186046,60000,USc,600,0.0,8.6503
BEAN OIL,2019-12-17,169677,29676,561425,33.86,140001,2844260316.0,24.9367235160529,60000,USc,600,0.0,8.6503
BEAN OIL,2019-12-24,173044,29639,561516,34.16,143405,2939228880.0,25.538898268259498,60000,USc,600,0.0,8.6503
BEAN OIL,2019-12-31,170289,32192,540191,34.82,138097,2885122524.0,25.564476268579078,60000,USc,600,0.0,8.6503
BEAN OIL,2020-01-07,173169,32669,558935,34.69,140500,2924367000.0,25.13709107499083,60000,USc,600,0.0,8.2349
BEAN OIL,2020-01-14,161275,36353,582432,34.08,124922,2554405056.0,21.448340750508212,60000,USc,600,0.0,8.2349
BEAN OIL,2020-01-21,162430,39379,589509,32.71,123051,2414998926.0,20.873472669628455,60000,USc,600,0.0,8.2349
BEAN OIL,2020-01-28,161856,40966,592545,31.49,120890,2284095660.0,20.401826021652365,60000,USc,600,0.0,8.2349
BEAN OIL,2020-02-04,154567,44661,573527,30.77,109906,2029084572.0,19.163178019517826,60000,USc,600,0.0,8.2349
BEAN OIL,2020-02-11,145720,40514,558381,30.74,105206,1940419464.0,18.841257134465536,60000,USc,600,0.0,8.2349
BEAN OIL,2020-02-18,138259,34736,561772,30.41,103523,1888880658.0,18.427938736711692,60000,USc,600,0.0,8.2349
BEAN OIL,2020-02-25,133319,32888,535217,29.67,100431,1787872662.0,18.76453849560085,60000,USc,600,0.0,8.2349
BEAN OIL,2020-03-03,131233,33035,498604,29.19,98198,1719839772.0,19.69458728770728,60000,USc,600,0.0,8.2349
BEAN OIL,2020-03-10,129932,33177,504736,27.71,96755,1608648630.0000002,19.169427185697078,60000,USc,600,0.0,8.2349
